"","Date","ADM","BOOK","BUSI","CLOT","DATE","DELGADM","DELGBOOK","DELGDPI","DELGMAGS","DELGTOYS","DELPRADM","DELPRBOOK","DELPRMAGS","DELPRTOYS","DENT","DOC","DPI","FLOW","FOOD","FURN","GAS","GASO","HOUS","LEGL","LGADM","LGBOOK","LGDPI","LGMAGS","LGTOYS","LPRADM","LPRBOOK","LPRMAGS","LPRTOYS","MAGS","MASS","OPHT","PADM","PBOOK","PBUSI","PCLOT","PDENT","PDOC","PFLOW","PFOOD","PFURN","PGAS","PGASO","PHOUS","PLEGL","PMAGS","PMASS","POP","POPHT","PRELG","PTELE","PTOB","PTOYS","PTPE","RELG","TELE","TIME","TOB","TOYS","TPE"
"11",1969-01-01,13.08112,11.228503,138.381579,75.082917,1969,-0.293143449123047,-0.292035997799371,-0.374717615068502,-0.253559280498085,-0.711856321723863,0.360177723088517,-0.127755325215348,-0.0917088904951981,0.37359547680596,29.872266,87.073728,2668.7,4.67712,356.159616,20.215104,37.05293,94.326302,396.228855,57.238,2.57116996927459,2.4184554562137,7.88934674143843,2.91674588278126,2.10056388600159,3.94731599934267,4.40100011719409,4.36937517340395,5.53574760525067,18.48105,8.273356,4.907968,23.44,20.591,20.898,61.898,14.475,14.237,37.407,26.966,41.799,14.029,21.696,21.941,11.374,19.95,20.516,202736,27.323,21.295,55.742,10.451,64.046,25.255,46.794957,16.647057,11,93.66463,8.170776,35.558
"12",1970-01-01,13.092064,13.456073,143.772579,74.148139,1970,-0.292307173289139,-0.11106092570801,-0.333246825927415,-0.212230624965234,-0.685401379972682,0.314857613763773,-0.119381951450409,-0.075114065090375,0.350208218408319,31.862844,91.468736,2781.7,4.60908,366.671901,19.714864,37.54616,100.164813,410.802975,61.046,2.5720062451085,2.59943052830506,7.93081753057951,2.95807453831412,2.12701882775277,3.90199589001792,4.40937349095902,4.38596999880877,5.51236034685303,19.26085,7.542171,5.322564,25.177,21.745,22.108,64.447,15.284,15.276,39.067,28.482,43.477,14.818,21.89,22.901,12.599,21.242,24.006,205089,28.8,22.097,56.393,11.325,65.521,26.448,49.663752,17.8893,12,95.24248,8.389818,36.381
"13",1971-01-01,13.181136,12.931027,149.012631,77.714585,1971,-0.28552670183874,-0.150861836695964,-0.288877906340258,-0.208621003864931,-0.648903637577464,0.279945326543402,-0.103009729998308,-0.0431798205504732,0.329941453577126,31.572384,93.848576,2907.9,4.71042,371.403846,20.515248,37.86719,105.01589,428.980365,62.255,2.5787867165589,2.5596296173171,7.97518645016667,2.96168415941442,2.16351657014799,3.86708360279755,4.42574571241113,4.41790424334867,5.49209358202183,19.3305,7.260708,5.083884,26.44,23.045,23.021,66.521,16.27,16.304,41.096,29.143,44.823,15.895,22.05,23.964,13.662,22.865,25.612,207692,30.525,23.24,59.16,11.804,66.94,27.574,53.638713,18.663669,13,96.003145,8.701684,37.77
"14",1972-01-01,12.92,12.194008,155.217672,82.936243,1972,-0.305536920043184,-0.2095467704673,-0.242315686818381,-0.164454256204196,-0.543146426839633,0.225922346967611,-0.0891109120117433,-0.045468484828282,0.310639201265121,33.326268,98.731392,3046.5,5.12262,378.753945,22.871108,39.44241,109.295942,453.7302,62.428,2.55877649835446,2.50094468354577,8.02174866968855,3.00585090707515,2.26927378088582,3.81306062322176,4.43964453039769,4.41561557907086,5.47279132970983,20.2034,6.996535,5.591079,27.192,24.176,24.298,67.976,16.928,16.824,42.305,30.498,45.597,16.684,22.336,24.818,14.996,23.602,26.722,209924,31.688,24.294,62.49,12.449,67.932,28.528,57.684317,19.902159,14,97.888715,9.672374,40.082
"15",1973-01-01,12.322336,12.285672,162.867501,88.74437,1973,-0.352899867876434,-0.20205774868126,-0.176946639171573,-0.08874387812094,-0.427087882967011,0.125551717045248,-0.113253972978467,-0.071555965796561,0.26655642069394,37.691202,106.034304,3252.3,5.29794,373.630977,25.011324,38.19437,114.97808,476.61801,65.806,2.51141355052121,2.50843370533181,8.08711771733536,3.08156128515841,2.38533232475844,3.7126899932994,4.41550146943097,4.38952809810259,5.42870854913865,21.7924,7.108465,5.951751,28.21,24.884,25.375,70.426,17.482,17.353,43.382,34.266,47.158,17.481,24.473,25.874,16.39,24.246,26.653,211939,32.857,25.809,64.089,12.794,68.541,30.081,58.022025,22.070142,15,103.435525,10.862672,42.048
"16",1974-01-01,13.203936,12.602789,165.050856,87.497007,1974,-0.283798451434496,-0.176573315343406,-0.184291444440408,-0.0698908541831198,-0.37392056408514,0.096268121861991,-0.192612020443728,-0.0830877146115165,0.207425229314214,38.599662,107.237248,3228.5,5.5665,366.59823,24.46106,37.66916,109.315269,501.508755,67.256,2.58051496696314,2.53391813866966,8.07977291206652,3.10041430909623,2.43849964364031,3.68340639811614,4.33614342196571,4.37799634928763,5.36957735775892,22.20715,7.70133,6.020924,30.056,25.362,28.239,75.415,18.782,18.969,46.038,39.49,51.174,19.636,33.059,26.871,17.732,26.446,26.305,213898,35.135,29.599,66.797,13.417,71.285,33.191,56.268011,23.259843,16,105.02672,11.45584,41.729
"17",1975-01-01,13.334048,11.876217,178.76556,90.476984,1975,-0.273992654388242,-0.235953625132983,-0.161599040478043,-0.132438157222769,-0.341449547653729,0.0260845171888806,-0.10132824122097,-0.0228516623374437,0.186840903332503,39.600204,110.474304,3302.6,5.3541,373.642311,23.173956,38.89219,112.57099,516.15333,65.372,2.5903207640094,2.47453782888008,8.10246531602889,3.03786700605658,2.47097066007172,3.61322279344303,4.42742720118846,4.4382324015617,5.34899303177721,20.8607,7.470645,6.209216,32.326,30.1,30.716,78.284,20.743,21.276,49.736,42.449,55.329,23.52,35.278,28.619,18.957,30.427,27.774,215981,37.964,32.305,68.954,14.374,75.648,35.955,56.612611,25.713054,17,104.77395,11.833928,42.688
"18",1976-01-01,13.19208,10.521477,190.879137,94.760887,1976,-0.284696768877347,-0.35707285731901,-0.123107622538727,-0.10651945937508,-0.259789335289681,-0.0385682422763978,-0.0324420330027282,-0.00148877218710375,0.157001770020182,41.83242,108.972992,3432.2,5.66514,392.173401,24.549616,39.37517,117.074181,531.844665,67.364,2.57961664952029,2.35341859669406,8.1409567339682,3.06378570390427,2.55263087243577,3.54857003397775,4.49631340940671,4.45959529171204,5.31915389846489,21.40845,7.242235,6.216288,33.581,34.034,31.675,80.872,22.102,23.694,52.095,43.295,57.272,27.549,36.777,30.503,20.24,32.807,30.987,218086,40.3,34.108,71.407,14.983,77.494,37.948,61.051059,27.750933,18,111.977895,12.840842,45.041
"19",1977-01-01,14.384368,10.964295,201.596445,99.893235,1977,-0.198171357013437,-0.315847369695894,-0.0885449061113714,-0.0794081750460265,-0.18769524033981,-0.01490330797224,-0.00616561989175146,0.00261150382485376,0.107727064837094,43.267416,114.537792,3552.9,5.2893,398.599779,27.433432,38.06481,120.661975,545.049945,69.532,2.6661420613842,2.39464408431717,8.17551945039556,3.09089698823332,2.62472496738564,3.57223496828191,4.52258982251768,4.463695567724,5.2698791932818,21.9968,7.396844,6.239714,34.904,37.207,33.311,84.199,23.735,25.881,54.358,45.852,59.442,32.708,38.907,33.069,21.647,35.079,31.977,220289,42.647,36.415,72.218,15.704,78.554,40.41,63.799244,29.840103,19,108.06467,13.800778,46.95
"20",1978-01-01,15.98128,12.277584,211.197816,109.839392,1978,-0.0928953811421982,-0.202716293321458,-0.0429080419252266,0.0219330086332792,-0.100632599438425,0.0224989574552894,0.0144379894897924,-0.000953550263002256,0.077136237260488,44.63505,116.70688,3718.8,6.23394,397.392708,28.812472,39.37722,123.443306,571.561155,74.58,2.77141803725544,2.50777516069161,8.2211563145817,3.19223817191263,2.71178760828703,3.60963723370944,4.54319343189923,4.46013051363614,5.2392883657052,24.34285,7.804069,6.457841,36.961,40.649,37.37,85.867,25.384,28.003,57.126,50.123,62.602,35.671,40.597,35.407,23.151,37.409,32.67,222629,44.955,38.949,73.012,16.572,81.538,43.248,68.261814,32.677371,20,110.255605,15.056166,49.012
"21",1979-01-01,16.146048,13.044933,212.885199,115.573094,1979,-0.0826381045566968,-0.142091671505023,-0.0183649773459482,0.131929710273422,-0.0409482338170308,-0.0516949100297972,0.00692693005510314,-0.0187366024108,0.0381302972107438,44.614038,121.577856,3811.2,6.73272,403.507401,30.339556,38.75648,121.786455,594.70059,72.623,2.78167531384094,2.56839978250804,8.24569937916098,3.30223487355277,2.77147197390842,3.53544336622435,4.53568237246454,4.44234746148835,5.20028242565545,27.1733,8.126027,6.769451,39.671,43.9,40.358,87.554,27.515,30.602,61.745,54.952,66.778,41.375,54.406,38.219,25.123,39.988,34.53,225106,47.385,42.748,72.732,17.532,85.329,47.059,70.825638,35.34075,21,109.36934,15.982142,50.204
"22",1980-01-01,15.922912,13.392043,213.397344,118.329796,1980,-0.096554340135369,-0.115830729398939,-0.00623792656242728,0.132032747289561,-0.049877023370883,-0.166951606708953,-0.000367351243575342,-0.0210408957661326,0.0124987280053839,44.57016,128.23904,3857.7,6.73866,408.13734,28.643472,38.60724,114.834006,613.008825,72.052,2.76775907826227,2.59466072461413,8.2578264299445,3.30233791056891,2.76254318435457,3.4201866695452,4.52838809116586,4.44004316813301,5.17465085645009,27.1761,7.348796,6.646354,41.717,48.229,44.625,90.707,30.792,33.839,69.21,59.627,72.369,49.473,75.509,41.791,28.467,44.151,39.885,227726,51.7,48.393,74.011,18.868,92.04,52.078,71.828424,37.247274,22,110.495815,15.840076,50.065
"23",1981-01-01,16.382864,13.778582,212.146632,125.554975,1981,-0.06807750788189,-0.0873760964800256,0.0199349477415964,0.117777643485866,-0.0188823343266842,-0.223859061974182,0.0139427270277048,-0.0103760778118351,-0.0129718788031177,47.773254,136.489152,3960,6.96924,407.576307,28.188524,37.1419,116.575193,629.02224,75.007,2.79623591051575,2.62311535753304,8.28399930424853,3.28808280676522,2.79353787339877,3.36327921427997,4.54269816943714,4.45070798608731,5.14918024964159,26.79145,6.745648,6.54381,43.442,53.285,48.207,93.33,33.73,37.539,76.188,63.88,77.072,56.384,84.018,46.062,32.281,48.602,49.316,230008,55.187,52.666,81.183,20.348,97.723,56.72,74.349173,38.050416,23,112.13725,16.338722,50.779
"24",1982-01-01,17.366608,13.545041,226.955709,127.507887,1982,-0.00976413643113583,-0.104470951533376,0.0411477508012084,0.0893689758287306,0.0102388113451539,-0.21941060493806,0.0674874612938083,0.0239887279159783,-0.0258359417565792,47.776344,136.841984,4044.9,7.11774,415.328763,26.172016,38.02053,118.028232,631.65927,73.432,2.8545492819665,2.60602050247969,8.30521210730814,3.25967413910808,2.8226590190706,3.36772767131609,4.59624290370324,4.48507279181512,5.13631618668813,26.04105,6.937021,6.718179,45.816,59.327,50.697,94.486,36.341,41.064,79.706,65.61,80.32,67.323,79.768,49.897,36.586,53.085,55.418,232218,57.637,55.213,89.539,22.585,101.813,59.859,77.807234,39.25638,24,107.54971,16.82152,51.493
"25",1983-01-01,17.842064,14.160066,259.770726,136.953908,1983,0.0172453971293303,-0.0600657047414059,0.0734517783402602,0.0771853289549078,0.0711325759434582,-0.234551306835257,0.0960647323480117,0.046465311477677,-0.0574635181650658,48.637218,143.273472,4177.7,7.41726,426.617427,28.952404,36.90328,120.663732,644.914875,70.875,2.88155881552697,2.65042574927166,8.33751613484719,3.24749049223426,2.88355278366891,3.35258696941889,4.62482017475745,4.50754937537682,5.10468861027964,25.7257,6.886607,7.39024,48.699,63.675,55.297,95.542,38.776,44.28,80.483,66.36,82.319,78.867,77.16,52.877,41.654,56.629,57.482,234333,59.766,57.022,94.986,26.954,102.89,62.436,80.939648,40.688775,25,102.02802,17.877676,54.436
"26",1984-01-01,18.780208,15.372592,262.762731,148.579093,1984,0.0684901309334967,0.0220947295274745,0.146456347882186,0.124521933820656,0.174080889321885,-0.220392980822302,0.079081144671389,0.0373270588048475,-0.0901374766801961,49.118022,149.617344,4494.1,8.0487,435.899973,32.419608,36.98692,124.453581,672.68421,73.619,2.93280354933114,2.73258618354054,8.41052070438912,3.29482709710001,2.98650109704734,3.36674529543185,4.60783658708082,4.49841112270399,5.07201465176451,26.97275,6.722443,8.55712,51.634,64.968,57.786,95.923,41.923,47.357,80.652,68.292,83.962,79.385,76.005,55.681,45.512,58.234,61.343,236394,61.613,59.053,102.001,28.68,103.345,64.795,87.697254,40.976505,26,101.906345,19.816226,57.325
"27",1985-01-01,17.919584,15.214539,290.715066,155.500618,1985,0.0215807745939749,0.0117600298298495,0.179525350864672,0.0831401901183111,0.223780557874158,-0.299810836267743,0.116261002273698,0.0576775817081234,-0.127087582839793,50.61111,157.313344,4645.2,8.36424,449.806791,34.049444,37.47564,126.899325,699.185355,79.127,2.88589419299161,2.72225148384292,8.4435897073716,3.25344535339766,3.03620076559961,3.28732743998641,4.64501644468313,4.51876164560727,5.03506454560492,25.87935,6.728085,9.669192,54.191,69.657,61.065,97.837,44.573,50.109,83.194,69.032,86.198,78.875,76.619,59.03,48.495,61.395,63.093,238506,63.892,60.312,104.836,30.325,102.887,66.936,92.290772,43.868817,27,101.54917,20.82597,60.303
"28",1986-01-01,18.699648,15.70083,299.211282,167.953409,1986,0.0641912817563246,0.0432221231858638,0.210430080376192,0.0803909823384839,0.282646682168402,-0.281303927664867,0.136564848773173,0.0729231124455829,-0.145850080612832,51.45159,162.215104,4791,9.17676,458.431965,36.833888,35.42605,133.064638,717.644565,82.525,2.92850470015396,2.75371357719893,8.47449443688312,3.25069614561783,3.09506688989385,3.30583434858928,4.66532029118261,4.53400717634473,5.01630204783188,25.8083,6.665113,10.905908,56.237,72.82,66.276,97.114,47.047,53.751,83.621,70.612,88.123,75.057,60.175,62.481,51.707,63.859,68.166,240683,65.928,62.053,108.089,32.356,103.438,68.569,99.815113,45.58644,28,99.33076,22.088716,62.749
"29",1987-01-01,18.429088,17.514564,309.141504,173.97588,1987,0.0496168675236097,0.152541309377648,0.227708457562397,0.115069759539057,0.363843771794726,-0.329970923758801,0.123198045313853,0.067754085168608,-0.157563049860368,53.25615,175.911616,4874.5,10.5093,456.539187,38.4475,35.68763,136.627834,739.908345,86.469,2.91393028592125,2.86303276339071,8.49177281406933,3.28537492281841,3.17626397952018,3.25716735249535,4.65195348772329,4.52883814906775,5.00458907858434,26.719,6.559826,12.01135,58.858,74.345,69.097,100.218,50.239,57.708,87.206,72.753,89.657,71.659,62.488,65.371,55.816,65.733,69.963,242843,69.718,64.339,105.487,34.594,105.779,70.947,103.657403,49.193073,29,99.807255,23.957082,64.84
"30",1988-01-01,19.514672,18.551513,311.540499,179.194561,1988,0.10685317450978,0.210059895056587,0.269513864158631,0.170152694132006,0.410463654220289,-0.311550286890653,0.115593737699188,0.0638592291493705,-0.153838013082898,52.97805,186.392384,5082.6,10.91736,469.006587,39.199888,38.23332,140.22617,763.077975,93.508,2.97116659290742,2.92055134906965,8.53357822066556,3.34045785741136,3.22288386194574,3.2755879893635,4.64434918010862,4.52494329304852,5.00831411536181,28.23205,7.015099,14.116375,61.559,76.702,71.952,103.529,53.61,61.84,89.257,74.912,91.696,71.214,63.017,68.345,57.982,68.069,71.431,245061,73.224,67.821,104.23,37.673,110.376,73.755,109.775776,52.169202,30,92.177055,25.100402,67.468
"31",1989-01-01,20.496288,18.937715,323.061066,189.435441,1989,0.155930378180265,0.230663982327389,0.297107442081517,0.174432971833141,0.48173442931,-0.305166013046468,0.108742624417873,0.0582126460547476,-0.165445255614946,53.283342,188.478592,5224.8,11.53656,475.296957,43.290364,39.73064,143.221855,782.83557,96.013,3.0202437965779,2.94115543634046,8.56117179858845,3.34473813511249,3.29415463703545,3.28197226320768,4.63749806682731,4.51929670995389,4.99670687282976,28.35315,7.093905,15.011867,65.893,79.501,73.128,105.003,56.893,66.375,91.342,78.839,91.362,73.164,68.837,71.2,61.33,70.638,73.306,247387,75.599,70.8,104.116,42.431,113.861,76.972,114.4072,55.760823,31,90.94853,26.954618,69.369
"32",1990-01-01,21.675504,19.262246,330.010065,188.1464,1990,0.211869356593784,0.247655560303529,0.315953388042542,0.204395938495421,0.529601243926049,-0.294017654670022,0.118510988631234,0.0591077362020451,-0.1928144541195,53.471214,194.7088,5324.2,11.50686,485.678901,41.792348,36.6909,141.87775,802.210695,97.477,3.07618277499142,2.9581470143166,8.58001774454947,3.37470110177477,3.3420214516515,3.29312062158413,4.64726643104067,4.52019180010119,4.96933767432521,29.21555,7.484932,17.32861,69.887,83.959,76.016,108.469,60.606,71.15,95.249,82.693,91.921,73.23,78.385,74.54,65.732,73.94,77.905,250181,78.787,73.126,103.766,46.738,115.862,80.498,121.240618,58.340385,32,87.65624,28.276228,70.782
"33",1991-01-01,21.646016,18.970067,349.01334,188.744777,1991,0.210508000641632,0.232370861820081,0.321105189918402,0.168477662255977,0.574286218700159,-0.331022772390771,0.116179825695702,0.0786737171862564,-0.217940795405133,52.350162,198.019264,5351.7,11.14164,484.908189,41.001428,38.1013,140.317534,820.0962,94.219,3.07482141903927,2.94286231583315,8.58516954642533,3.33878282553533,3.38670642642561,3.25611550386338,4.64493526810514,4.5397577810854,4.94421133303958,28.1848,7.589855,15.323035,73.756,86.803,80.129,110.545,65.075,75.342,99.179,85.283,91.954,74.148,77.338,76.96,69.325,78.137,80.852,253530,81.797,75.689,104.561,52.118,117.087,83.419,122.774088,60.982497,33,81.32757,29.568406,70.903
"34",1992-01-01,22.282592,19.308078,358.900434,199.217863,1992,0.239492327417201,0.250032103553279,0.355017330073755,0.125961240090225,0.616178829202306,-0.330461032110433,0.11201057751658,0.0885056178466037,-0.234967005224545,54.216522,204.27552,5536.3,11.7045,483.939132,41.352272,39.15787,145.994401,832.7781,96.465,3.10380574581484,2.96052355756635,8.61908168658069,3.29626640336957,3.42859903692776,3.25667724414372,4.64076601992601,4.54958968174575,4.92718512322016,27.0116,7.582211,15.25563,74.562,88.934,85.443,111.357,69.388,80.075,102.341,85.898,94.213,75.518,77.04,79.073,72.827,81.184,85.358,256922,85.158,77.877,104.661,56.521,118.429,85.824,131.351182,67.538988,34,84.892255,30.833416,73.224
"35",1993-01-01,24.548,20.6918,381.003534,207.374843,1993,0.336316966129211,0.319246032510255,0.365421269207928,0.159985015732624,0.672635362626917,-0.256444763429103,0.114570894604008,0.0966838831943617,-0.253150398075856,54.213432,198.32,5594.2,12.61962,488.909091,43.806828,40.60312,149.703428,841.806405,95.465,3.20063038452685,3.02973748652332,8.62948562571486,3.33029017901197,3.48505557035237,3.33069351282505,4.64332633701344,4.55776794709351,4.90900173036885,27.94645,7.631078,15.313974,75.343,91.219,86.609,110.837,72.963,84.534,99.875,87.059,95.797,80.148,76.257,81.244,75.716,83.739,87.491,260282,87.338,79.795,105.173,58.547,118.978,87.804,133.437735,71.133111,35,83.13778,32.62424,75.672
"36",1994-01-01,25.236864,22.742108,382.631616,218.490961,1994,0.363992364329422,0.413726730100886,0.392264494253661,0.21921260985717,0.742952824880753,-0.249620124553517,0.11276605498499,0.105042072563224,-0.266381785849181,55.252908,196.47296,5746.4,13.34592,503.39961,46.3905,40.51415,151.695866,869.364375,94.266,3.22830578272706,3.12421818411395,8.65632885076059,3.38951777313652,3.5553730326062,3.33751815170063,4.64152149739442,4.56612613646237,4.89577034259553,29.65165,8.025654,16.335215,77.91,92.973,87.846,108.967,76.386,88.769,100.118,88.535,98.457,81.641,76.614,83.529,78.045,86.221,88.518,263455,89.024,81.91,107.45,56.193,119.888,89.654,140.715687,75.549141,36,84.177905,35.000874,78.504
