"","Date","LGCCLOT","LGCDPI","LGCFLOW","LGCFOOD","LGCGASO","LGCLOT","LGCMAGS","LGCTOB","LGCTOYS","LPRCLOT","LPRFLOW","LPRFOOD","LPRGASO","LPRMAGS","LPRTOB","LPRTOYS","MAGS","POP","TIME"
"16",1974-01-01,6.01386060016537,9.62202892516764,3.25902250328774,7.44652252034449,6.23649209660543,4.47160458706425,4.64267032219735,6.19647080707554,3.98075565674143,5.42589762537321,4.93235857357658,4.77893890645156,4.60118527505452,4.37799634928763,3.69941399076133,5.36957735775892,22.20715,213898,16
"17",1975-01-01,6.03766033604887,9.63503015415879,3.21042746067785,7.45586379021338,6.25614888298579,4.50509549791896,4.57043184418648,6.18437001041623,4.00353549820162,5.38324526927636,4.92963104640067,4.77120538478749,4.58616156962292,4.4382324015617,3.68832304847989,5.34899303177721,20.8607,215981,17
"18",1976-01-01,6.07422253830949,9.66382253254126,3.25719740589859,7.49456989004563,6.2856735581025,4.55135673973643,4.58665150247733,6.24116728431748,4.07549667100883,5.36182104230922,4.92202235932161,4.73699053935723,4.57382603423843,4.45959529171204,3.67586960951847,5.31915389846489,21.40845,218086,18
"19",1977-01-01,6.11691692397535,9.68833440872707,3.1785008703042,7.50077281166951,6.30580799951781,4.60410196564384,4.60371194656483,6.19554480254506,4.13753992571715,5.3392759515909,4.90168470374517,4.73151172515047,4.56726708991942,4.463695567724,3.66000836387187,5.2698791932818,21.9968,220289,19
"20",1978-01-01,6.20126779621999,9.7234048846814,3.33225712675945,7.48717355077881,6.31803056003835,4.69901922612029,4.69448674201233,6.20504992213666,4.21403617838672,5.29101878399613,4.88347855098561,4.75269918103532,4.54191336870595,4.46013051363614,3.64593372066915,5.2392883657052,24.34285,222629,20
"21",1979-01-01,6.24108705488714,9.73688325576559,3.39816309908588,7.49137870615383,6.2934530187999,4.74990317828254,4.79341875015738,6.18591447137195,4.26265585051302,5.22602379824978,4.8767810529532,4.76022812929499,4.75024249428101,4.44234746148835,3.61779583493997,5.20028242565545,27.1733,225106,21
"22",1980-01-01,6.25308773450227,9.73743855704402,3.38747321920142,7.49121586250773,6.22309978663284,4.77347560740276,4.78195003766843,6.18458977403694,4.24215531145408,5.16006212293426,4.8895729521367,4.74053608290582,4.97667944573153,4.44004316813301,3.58989495670494,5.17465085645009,27.1761,227726,22
"23",1981-01-01,6.30238489852082,9.75364049230367,3.41114736814498,7.47986935964748,6.22817768633469,4.83274371046567,4.75772399482036,6.1893647555322,4.26317906145391,5.10318490334187,4.90024727374053,4.72404962711103,4.99807436536591,4.45070798608731,3.58002593072474,5.14918024964159,26.79145,230008,23
"24",1982-01-01,6.30825691485181,9.76529080065111,3.42266895264948,7.48914909994888,6.2310025434292,4.84817822150883,4.71975283245105,6.13803185263281,4.28273771241358,5.06163006472612,4.89152325462084,4.69690651270637,4.89230081087608,4.48507279181512,3.63046435845616,5.13631618668813,26.04105,232218,24
"25",1983-01-01,6.37065652957967,9.78852823316289,3.45482181506001,7.50689975443278,6.24401970073563,4.91964443126397,4.69850259054996,6.07625957975757,4.33456488198461,5.03059409527499,4.85907413589056,4.66612261921417,4.81690934192945,4.50754937537682,3.76515986323889,5.10468861027964,25.7257,234333,25
"26",1984-01-01,6.44337280373247,9.85277607887206,3.52776596218917,7.51966817178648,6.26618817749085,5.00111742924952,4.73708247158295,6.06630957970149,4.42875647153028,4.99748753239427,4.82408534887654,4.6577343755097,4.7647408736967,4.49841112270399,3.79014176183213,5.07201465176451,26.97275,236394,26
"27",1985-01-01,6.48001051762539,9.87695051910908,3.55732628729678,7.54217894896997,6.27675486729473,5.04664970588792,4.68680616513514,6.05390392641683,4.46956157733708,4.98473607559781,4.8226084768369,4.6360034122008,4.74027833475952,4.51876164560727,3.81340570182491,5.03506454560492,25.87935,238506,27
"28",1986-01-01,6.54796117758423,9.89876900090739,3.64094876518181,7.55208645866905,6.31510957418628,5.12368661355996,4.67497070964211,6.02272985548573,4.51934145391813,4.95321519459592,4.80362433315375,4.63452975016236,4.47458663210446,4.53400717634473,3.85412912359103,5.01630204783188,25.8083,240683,28
"29",1987-01-01,6.57425680389914,9.90711294905233,3.76760071441875,7.53901467361199,6.332600824174,5.15891666891614,4.70071505780141,6.01858101104902,4.59160411450318,4.95058487980997,4.81151020246137,4.63030720888888,4.4782116048821,4.52883814906775,3.88691732319583,5.00458907858434,26.719,242843,29
"30",1988-01-01,6.59472026835356,9.93982634050141,3.79660230268261,7.55686493295962,6.34950473892873,5.18847214851771,4.7467059772472,5.92995935825595,4.62913198178159,4.94427316315142,4.7959412454128,4.62073548776458,4.44782592771685,4.52494329304852,3.93336505395902,5.00831411536181,28.23205,245061,30
"31",1989-01-01,6.64084965262662,9.95797316547624,3.8423224899415,7.56074114821501,6.36119622848437,5.24404828573883,4.74153950200028,5.90709510899453,4.69095600392324,4.91571738780772,4.77633917035887,4.62913626491706,4.49346985770916,4.51929670995389,4.00960769379631,4.99670687282976,28.35315,247387,31
"32",1990-01-01,6.62279100626791,9.96558836763093,3.82851400234142,7.57111833109429,6.34053639438918,5.23722038318645,4.76027172485623,5.85899342415652,4.72759207473296,4.9034022644634,4.77343236185674,4.63207280175091,4.5785704291132,4.52019180010119,4.06149538488632,4.96933767432521,29.21555,250181,32
"33",1991-01-01,6.61266883598073,9.95744266618297,3.78296256065657,7.55623269174449,6.31618107411078,5.24039571622309,4.71105594529296,5.77075819321626,4.75897954618325,4.88671676270129,4.77822038315631,4.6272692228593,4.52947951082922,4.5397577810854,4.13480446335907,4.94421133303957,28.1848,253530,33
"34",1992-01-01,6.65338175692331,9.97806442867916,3.81895612534127,7.54094188057604,6.34255101375639,5.29439901482483,4.65524914546805,5.80036560628398,4.78758177902624,4.86561275489694,4.78118187300849,4.60603204416096,4.49719626581875,4.54958968174575,4.18748374884078,4.92718512322016,27.0116,256922,34
"35",1993-01-01,6.68051761178004,9.97547524606716,3.881242366077,7.53816618456868,6.35464581064729,5.33452799142774,4.67627979936427,5.76648885187176,4.83104519070466,4.83812378188554,4.73398253238464,4.59664917802512,4.46417234285074,4.55776794709351,4.1998929787713,4.90900173036885,27.94645,260282,35
"36",1994-01-01,6.72061734883245,9.99020155433415,3.9250834237316,7.55525701154265,6.35575033840313,5.3867446452589,4.72339047671008,5.7668051794597,4.88924573617976,4.80025745307041,4.71556185930886,4.59261032303175,4.44799219664417,4.56612613646237,4.13800456295544,4.89577034259553,29.65165,263455,36
"37",1995-01-01,6.74864856926529,10.0057241487162,3.92922383739753,7.55084882225609,6.36225659789667,5.42659768576191,4.74792786954122,5.76947227420359,4.94475410282519,4.7543117653212,4.72430999252017,4.59256610829225,4.44246560312645,4.58101004351071,4.14120005640341,4.86238809764406,30.7496,266588,37
"38",1996-01-01,6.78553344090561,10.0233011309758,4.01902717129517,7.5511429261295,6.37256540078139,1e-37,4.76470465796624,5.77185183505604,4.97548336150816,4.71905573186782,4.6705054488749,4.60109978393298,4.48066745539904,4.59980019671802,4.14988869971072,4.84653532864151,31.6365,269714,38
"39",1997-01-01,6.80359310210869,10.0460753651785,4.08778361861446,7.5490536044173,6.39104678174356,1e-37,4.79816697951296,5.76057554714748,5.01261439618061,4.70324422213642,4.62154023530949,4.60408680214866,4.46374429326009,4.59295382298926,4.17865435274507,4.82025816633153,33.1065,272958,39
"40",1998-01-01,6.85927917301822,10.0912567755901,4.1047804419136,7.55674053356985,6.4245069530866,1e-37,4.79354247750864,5.7207450356169,5.1054452765091,4.67536261278384,4.62591662009734,4.60866487471107,4.31596577342686,4.60564934767266,4.28807391731342,4.76526583538354,33.3396,276154,40
"41",1999-01-01,6.91963507972113,10.1090207675686,4.16162184906161,7.58309889594466,6.44765040994893,1e-37,4.80232743540984,5.65112671416431,5.21931707978912,4.64251681713936,4.5864670309147,4.60781081636062,4.38390803053303,4.61166709830176,4.52519152955557,4.6869119166007,34.02035,279328,41
"42",2000-01-01,6.96042851839088,10.1453448746247,4.15471400826531,7.60417231354472,6.4331202455622,1e-37,4.81969031185856,5.62744087515751,5.30035123557828,4.60517018598809,4.60517018598809,4.60517018598809,4.60517018598809,4.60517018598809,4.60517018598809,4.60517018598809,35,282425,42
"43",2001-01-01,6.97016431281868,10.1541916448543,4.11513905257334,7.61471149399371,6.43749014469278,1e-37,4.78734834536403,5.61095044411962,5.34894879938526,4.56435594572957,4.61762003457924,4.61263534680737,4.54663031436387,4.60376853416215,4.65831007104494,4.54220674884024,34.23805,285358,43
"44",2002-01-01,7.00186728270284,10.1745221419626,4.10122136232158,7.62379113188173,6.44104539785005,1e-37,4.76812875654814,5.57784787514111,5.41870612638247,4.52317156152795,4.60574945959521,4.61308677175729,4.46943448827704,4.6078802278151,4.72588047740934,4.47212981837433,33.9255,288240,44
"45",2003-01-01,7.03381116652062,10.1874955702357,4.1400405177563,7.64632789160779,6.43815960677377,1e-37,4.77547022796372,5.5398742656413,5.48482474434698,4.47943822019758,4.58121987442752,4.61184855907558,4.60178091542352,4.60858579037409,4.72344278217104,4.3986536607636,34.5128,291085,45
