age,asvab2,asvab3,asvab4,asvab5,asvab6,asvabc,catgov,catpri,catse,collbarg,earn,earnf,educaa,educba,educdo,educged,educhsd,educmast,educphd,educprof,ethblack,ethhisp,ethwhite,faithc,faithj,faithn,faitho,faithp,height,hgc,hgcf,hgcm,hours,id,l14coun,l14farm,l14town,lgearn,library,male,pov78,regnc,regne,regs,regw,res14no,res14oc,res14so,siblings,tenure,urban,weight85,weight94
30,46,48,53,48,39,49,1,0,0,1,17.500001653551,14.7048158466407,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,75,15,12,12,40,187,0,0,1,2.86220097541809,1,1,0,0,1,0,0,1,0,0,2,7.03999996185303,1,260,297
35,65,60,56,60,68,61,0,1,0,0,82.8899914279143,15.777870439749,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,70,16,16,17,55,3169,0,0,1,4.41751432418823,1,1,0,0,1,0,0,1,0,0,1,7.21000003814697,1,153,165
33,65,48,56,54,56,57,0,1,0,0,16.9999997494025,15.777870439749,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,72,16,13,12,50,4897,0,0,1,2.83321332931519,1,1,0,1,0,0,0,1,0,0,5,9.53999996185303,1,165,165
30,64,48,35,46,46,49,0,1,0,0,9.09999955363256,11.4856520673156,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,64,12,12,12,45,2085,0,0,1,2.20827436447144,1,1,0,1,0,0,0,1,0,0,1,7.44000005722046,1,135,130
30,62,47,56,52,45,56,0,1,0,0,10.0900006135386,11.4856520673156,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,69,12,12,12,60,3214,0,0,1,2.31154489517212,1,1,0,0,1,0,0,1,0,0,6,11.1000003814697,1,143,160
36,57,55,53,49,42,56,0,1,0,1,18.0000007483109,12.558706660424,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,69,13,12,12,50,3494,0,0,1,2.89037179946899,1,1,0,1,0,0,0,1,0,0,3,14.4399995803833,1,215,220
31,45,30,38,37,44,37,0,1,0,0,13.1599985550834,9.33954288109891,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,73,10,8,13,45,2419,1,0,0,2.57718181610107,1,1,0,0,0,1,0,1,0,0,2,2.92000007629395,1,148,165
36,58,48,47,60,56,51,0,1,0,1,10.7600011016746,11.4856520673156,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,74,12,12,12,50,2106,0,0,1,2.37583565711975,0,1,0,1,0,0,0,1,0,0,1,15.8999996185303,0,245,220
33,65,60,53,57,62,60,0,1,0,0,7.50000036000163,13.6317612535323,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,72,14,17,12,45,11872,0,0,1,2.01490306854248,1,1,0,0,0,0,1,1,0,0,7,2.78999996185303,1,192,205
32,43,44,56,61,55,48,0,1,0,0,16.0000001218979,9.33954288109891,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,#N/A,10,10,10,40,11788,0,0,1,2.7725887298584,1,1,1,0,0,0,1,1,0,0,1,10.3299999237061,1,#N/A,185
35,65,61,62,62,53,65,0,1,0,0,23.9300021049581,16.8509250328574,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,70,17,12,12,45,12059,0,0,1,3.17513298988342,1,1,0,0,0,0,1,1,0,0,2,10.8699998855591,1,145,145
31,43,57,56,46,49,52,0,1,0,0,11.5299990227865,14.7048158466407,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,72,15,8,8,40,3284,0,0,1,2.44495224952698,1,1,0,0,1,0,0,1,0,0,1,1.98000001907349,1,150,270
34,54,44,44,47,51,47,0,1,0,0,15.0299999238741,11.4856520673156,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,75,12,12,12,41,5714,1,0,0,2.71004819869995,0,1,1,0,0,0,1,1,0,0,2,2.67000007629395,1,180,195
36,66,61,59,58,54,63,0,1,0,0,17.5499989860268,15.777870439749,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,66,16,12,12,45,468,0,0,1,2.86505389213562,1,1,0,0,1,0,0,1,0,0,3,12.0600004196167,1,125,130
31,58,52,50,62,65,53,0,1,0,1,23.3700025252756,11.4856520673156,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,71,12,9,11,40,1651,0,0,1,3.15145325660706,1,1,0,0,0,0,1,1,0,0,3,10.1300001144409,1,185,235
31,64,55,59,53,54,60,0,1,0,0,15.539998727142,15.777870439749,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,73,16,12,12,45,4793,0,0,1,2.74341726303101,1,1,0,0,0,1,0,1,0,0,3,7.96000003814697,1,175,195
33,66,61,53,46,58,61,0,1,0,0,18.8099998914623,15.777870439749,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,68,16,16,12,38,4652,0,0,1,2.93438863754272,1,1,0,0,1,0,0,1,0,0,1,0.939999997615814,1,145,150
35,42,52,38,25,35,43,0,1,0,0,12.6999987658327,11.4856520673156,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,73,12,9,6,40,1500,0,0,1,2.54160189628601,1,1,0,0,0,1,0,0,0,1,1,15.4399995803833,1,160,194
31,55,50,47,54,53,51,1,0,0,1,20.1200024701483,14.7048158466407,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,68,15,12,12,43,235,1,0,0,3.00171446800232,1,1,0,0,1,0,0,1,0,0,3,6.34999990463257,1,178,188
32,49,52,44,50,53,48,0,1,0,0,10.3500002280795,11.4856520673156,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,67,12,7,8,70,2594,1,0,0,2.33698654174805,0,1,0,0,0,1,0,0,0,1,3,5.86999988555908,0,162,170
35,64,61,62,56,54,63,0,0,1,0,66.6599943484688,16.8509250328574,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,72,17,12,13,30,1509,0,0,1,4.19960498809814,1,1,0,0,0,0,1,0,0,1,1,2.05999994277954,1,170,210
32,36,37,29,48,44,32,0,1,0,0,12.0000002837208,10.4125974742073,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,67,11,14,13,50,641,0,0,1,2.4849066734314,1,1,0,1,0,0,0,1,0,0,2,7.21000003814697,1,180,175
34,65,61,62,52,41,65,0,1,0,0,18.0000007483109,14.7048158466407,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,71,15,12,10,50,117,0,0,1,2.89037179946899,1,1,0,0,1,0,0,1,0,0,2,18.8799991607666,0,195,235
34,42,41,29,41,32,35,0,0,1,0,8.66999936189802,12.558706660424,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,63,13,0,5,47,3483,0,0,1,2.1598687171936,0,1,0,1,0,0,0,0,1,0,3,1.51999998092651,1,120,145
34,39,51,53,38,36,48,0,1,0,0,4.00000001523723,11.4856520673156,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,66,12,13,6,35,11884,1,0,0,1.3862943649292,1,1,0,0,0,0,1,1,0,0,2,0.209999993443489,1,145,165
34,47,39,44,42,44,42,0,1,0,0,16.66000093059,11.4856520673156,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,72,12,12,12,60,684,0,0,1,2.81301069259644,1,1,0,1,0,0,0,1,0,0,2,15.8500003814697,1,260,293
30,45,44,41,39,34,42,0,1,0,0,19.3799980272434,11.4856520673156,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,69,12,12,10,40,11759,0,0,1,2.96424150466919,1,1,0,0,1,0,0,1,0,0,3,4.78999996185303,1,140,180
29,42,35,41,42,38,38,0,1,0,0,6.10000025289419,11.4856520673156,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,72,12,12,12,45,2022,1,0,0,1.80828881263733,0,1,0,1,0,0,0,1,0,0,2,0.150000005960464,1,265,316
36,47,52,53,42,35,51,0,1,0,0,6.99999962979244,11.4856520673156,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,72,12,12,12,40,2391,0,0,1,1.94591009616852,1,1,0,0,0,0,1,1,0,0,3,1.03999996185303,1,220,300
30,42,43,44,48,45,42,0,1,0,0,8.13000084525286,14.7048158466407,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,74,15,11,12,40,1379,0,0,1,2.09556102752686,0,1,1,0,0,1,0,0,0,1,3,0.850000023841858,1,154,147
37,51,43,44,49,60,46,0,1,0,0,12.0000002837208,12.558706660424,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,72,13,12,12,40,2417,0,0,1,2.4849066734314,0,1,0,0,0,0,1,1,0,0,3,0.879999995231628,1,150,150
36,65,57,56,57,57,60,0,0,1,0,32.0000003047447,15.777870439749,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,69,16,20,18,50,1142,0,0,1,3.465735912323,1,1,0,0,0,1,0,0,0,1,4,2.67000007629395,1,163,175
36,61,56,59,53,53,60,0,1,0,0,18.6300005893426,12.558706660424,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,71,13,16,12,40,1526,0,0,1,2.92477321624756,1,1,0,1,0,0,0,0,0,1,9,1.21000003814697,1,148,143
31,64,59,56,61,59,61,0,1,0,0,14.4199989125223,15.777870439749,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,#N/A,16,20,16,60,2429,1,0,0,2.66861605644226,1,1,0,1,0,0,0,1,0,0,2,6.96000003814697,0,#N/A,190
33,64,59,62,55,56,63,0,1,0,0,7.50000036000163,15.777870439749,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,73,16,16,14,45,3530,0,0,1,2.01490306854248,0,1,0,1,0,0,0,1,0,0,2,0.829999983310699,1,195,210
34,35,29,32,28,37,30,0,1,0,0,4.40000015482115,5.04732450866549,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,70,6,0,3,50,2653,0,1,0,1.48160457611084,0,1,0,0,0,1,0,0,0,1,12,11.539999961853,1,250,300
30,43,48,53,51,50,48,1,0,0,0,13.9499991903205,15.777870439749,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,#N/A,16,12,9,40,4285,0,0,1,2.63547945022583,0,1,0,0,0,1,0,0,0,1,3,7.46000003814697,1,#N/A,165
31,65,61,59,62,61,63,0,1,0,1,18.750001428119,18.9970342190741,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,65,19,12,15,40,2465,0,1,0,2.93119382858276,1,1,0,1,0,0,0,1,0,0,4,4.98000001907349,0,140,140
37,65,57,59,58,52,61,0,0,1,0,11.6200005022565,15.777870439749,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,68,16,18,13,40,3882,0,0,1,2.45272779464722,1,1,0,0,0,0,1,1,0,0,2,9.8100004196167,1,165,180
29,66,56,56,52,53,60,0,1,0,0,24.5099996308754,15.777870439749,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,69,16,16,13,40,4830,0,0,1,3.19908118247986,1,1,0,1,0,0,0,1,0,0,4,2.13000011444092,0,175,170
31,43,42,41,40,42,41,0,0,1,0,8.0000000457117,13.6317612535323,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,68,14,12,11,40,5364,0,0,1,2.0794415473938,1,1,0,1,0,0,0,1,0,0,3,0.28999999165535,0,130,135
37,65,61,56,61,65,62,1,0,0,0,12.0100008629772,20.0700888121825,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,68,20,18,16,40,12045,0,0,1,2.48573970794678,1,1,0,0,0,1,0,0,0,1,1,8.14999961853027,1,170,190
31,59,51,56,51,47,56,1,0,0,0,8.84000070841604,11.4856520673156,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,71,12,14,12,48,1425,0,1,0,2.17928695678711,0,1,0,0,0,1,0,0,0,1,2,1.33000004291534,1,205,225
35,47,60,53,44,50,53,0,1,0,0,13.7299987657133,11.4856520673156,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,69,12,10,9,70,3829,0,0,1,2.61958312988281,1,1,0,0,0,1,0,1,0,0,0,6.84999990463257,0,235,290
30,64,56,59,62,50,61,0,1,0,0,26.440000266289,20.0700888121825,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,70,20,8,14,40,2589,0,0,1,3.27487802505493,1,1,0,0,1,0,0,0,0,1,1,5.40000009536743,1,150,150
31,46,51,53,49,44,50,0,1,0,0,9.49999955592324,7.1934336948822,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,75,8,12,12,40,1420,0,0,1,2.25129175186157,1,1,1,0,0,1,0,0,0,1,2,2.67000007629395,1,175,180
32,59,59,59,54,57,60,0,1,0,0,20.1900015974197,15.777870439749,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,70,16,15,12,60,1574,0,0,1,3.00518751144409,1,1,0,0,0,0,1,1,0,0,3,13.2299995422363,1,210,210
30,40,52,53,58,54,48,0,1,0,0,8.0000000457117,11.4856520673156,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,#N/A,12,12,12,45,1884,0,0,1,2.0794415473938,0,1,0,0,1,0,0,1,0,0,2,3.19000005722046,1,#N/A,230
32,65,61,62,56,44,65,1,0,0,0,9.74999934310696,20.0700888121825,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,70,20,12,12,50,2873,0,0,1,2.27726721763611,1,1,0,0,0,1,0,1,0,0,3,1.62999999523163,0,220,265
34,58,46,50,57,52,51,0,1,0,0,8.0000000457117,10.4125974742073,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,73,11,13,12,55,1547,0,0,1,2.0794415473938,0,1,0,0,0,0,1,1,0,0,5,2.03999996185303,1,145,135
34,55,29,23,52,35,34,0,1,0,0,9.89000025906463,11.4856520673156,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,71,12,13,12,55,3324,0,0,1,2.29152417182922,1,1,0,0,0,1,0,1,0,0,3,8.89999961853027,1,149,172
31,58,55,50,62,55,54,0,1,0,0,14.4199989125223,13.6317612535323,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,71,14,8,12,40,261,0,0,1,2.66861605644226,1,1,0,0,1,0,0,1,0,0,3,3.98000001907349,1,170,165
34,61,55,56,53,56,58,0,1,0,0,17.7700017337173,13.6317612535323,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,64,14,14,12,45,12012,0,0,1,2.87751173973083,1,1,0,1,0,0,0,0,0,1,0,1.26999998092651,1,145,168
35,59,55,59,52,46,59,0,0,1,0,16.6900010267787,13.6317612535323,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,72,14,15,14,51,126,0,0,1,2.81480979919434,1,1,0,0,1,0,0,1,0,0,7,7.57999992370606,1,180,170
36,49,54,56,46,61,53,0,0,1,0,9.6100004498292,11.4856520673156,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,69,12,12,12,40,2304,0,0,1,2.26280426979065,1,1,0,0,0,1,0,0,0,1,3,3.92000007629395,1,125,140
33,50,59,59,53,59,57,0,1,0,0,19.2299977611586,15.777870439749,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,72,16,14,12,45,3275,0,0,1,2.95647144317627,1,1,0,0,1,0,0,1,0,0,2,5.80999994277954,1,155,170
31,66,59,62,62,62,63,0,0,1,0,25.4799997223953,18.9970342190741,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,68,19,12,10,40,2113,0,1,0,3.23789381980896,0,1,0,1,0,0,0,1,0,0,2,6.15000009536743,0,160,175
32,31,28,29,33,29,27,0,1,0,0,17.4400023946046,9.33954288109891,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,69,10,10,12,40,1383,0,0,1,2.85876655578613,0,1,0,0,0,1,0,0,0,1,9,9.92000007629395,1,140,155
32,43,56,56,37,56,52,0,1,0,0,13.6699995662159,15.777870439749,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,74,16,16,16,55,2236,0,0,1,2.6152036190033,0,1,#N/A,0,0,1,0,0,0,1,2,4.23000001907349,0,214,245
34,61,60,59,62,65,61,0,1,0,0,9.15999959237774,15.777870439749,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,72,16,14,14,60,2168,0,0,1,2.21484613418579,1,1,0,0,0,1,0,0,0,1,2,9.25,0,219,220
32,40,41,56,44,51,46,0,1,0,1,16.9999997494025,11.4856520673156,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,69,12,12,12,48,2118,0,0,1,2.83321332931519,0,1,0,0,0,1,0,0,0,1,3,4.53999996185303,0,170,170
31,43,52,47,59,54,47,0,1,0,0,14.240000962887,13.6317612535323,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,72,14,12,12,40,2765,0,1,0,2.65605497360229,0,1,0,0,0,1,0,0,0,1,2,1.62000000476837,0,185,205
35,55,52,59,62,57,56,0,1,0,0,6.59000007559347,13.6317612535323,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,74,14,11,11,70,5048,0,0,1,1.88555335998535,1,1,0,0,0,1,0,0,0,1,3,2.01999998092651,1,185,190
30,51,47,47,40,47,48,0,1,0,0,11.7399989863439,11.4856520673156,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,68,12,7,12,45,4090,1,0,0,2.46300172805786,0,1,0,0,0,1,0,0,0,1,1,4.84999990463257,1,140,170
30,57,55,50,50,45,54,0,0,1,0,15.0000007485731,12.558706660424,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,72,13,12,11,50,412,1,0,0,2.70805025100708,1,1,0,0,1,0,0,1,0,0,2,7.28999996185303,0,188,215
36,59,56,56,62,54,58,0,0,1,0,49.4500027823234,15.777870439749,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,71,16,18,16,35,3685,0,0,1,3.90096211433411,1,1,0,1,0,0,0,1,0,0,8,15.4200000762939,1,170,182
36,59,55,59,56,57,59,0,1,0,0,18.8600028519285,15.777870439749,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,68,16,0,5,47,2702,0,1,0,2.93704342842102,1,1,0,0,0,1,0,0,0,1,8,13.1499996185303,1,156,167
30,66,60,56,62,63,62,0,1,0,0,16.9200017253014,13.6317612535323,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,68,14,16,14,50,1508,0,0,1,2.82849645614624,1,1,0,0,0,1,0,0,0,1,3,6.26999998092651,1,120,135
31,42,38,50,43,41,42,0,1,0,0,12.7500000163678,11.4856520673156,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,68,12,12,12,40,2820,1,0,0,2.54553127288818,0,1,0,0,0,1,0,0,0,1,3,0.790000021457672,0,170,185
35,36,59,53,49,45,49,0,1,0,0,10.0000003197544,11.4856520673156,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,74,12,12,8,40,3192,0,0,1,2.30258512496948,1,1,0,0,1,0,0,1,0,0,2,4.25,1,180,185
33,64,48,53,60,48,56,0,1,0,1,13.2799997691261,11.4856520673156,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,71,12,9,9,40,3550,0,0,1,2.58625912666321,1,1,0,1,0,0,0,1,0,0,6,12.5600004196167,1,227,235
35,62,60,53,55,48,59,1,0,0,0,20.5100015415937,13.6317612535323,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,74,14,13,12,45,1567,0,0,1,3.02091264724731,1,1,0,0,0,0,1,1,0,0,4,12.8800001144409,1,215,225
33,38,25,29,28,27,29,1,0,0,0,9.00000035701358,8.26648828799056,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,68,9,12,10,40,2874,0,0,1,2.19722461700439,1,1,0,0,1,0,0,1,0,0,3,6.80999994277954,1,170,170
37,51,60,59,53,54,58,0,1,0,0,12.2900004852157,12.558706660424,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,72,13,12,12,55,2047,1,0,0,2.50878596305847,1,1,0,0,1,0,0,1,0,0,0,7.03999996185303,1,235,250
35,57,55,56,60,57,57,0,0,1,0,16.8200000078926,15.777870439749,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,72,16,18,14,40,1622,0,0,1,2.82256865501404,0,1,0,0,0,0,1,1,0,0,2,1.01999998092651,1,160,165
36,50,56,47,61,54,51,0,1,0,1,15.0400010229299,11.4856520673156,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,73,12,12,12,40,955,1,0,0,2.71071338653564,1,1,0,1,0,0,0,1,0,0,2,14.9799995422363,1,175,165
35,59,56,50,56,54,56,0,1,0,0,17.9400023152757,11.4856520673156,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,73,12,11,11,45,2997,0,0,1,2.88703298568726,1,1,0,0,1,0,0,1,0,0,4,16.7099990844727,1,165,190
35,38,42,26,33,45,33,0,1,0,0,27.5000025167693,11.4856520673156,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,75,12,15,12,40,4377,0,0,1,3.31418609619141,1,1,0,0,0,0,1,1,0,0,4,0.479999989271164,0,175,198
32,53,50,50,49,48,51,0,1,0,0,26.5100017707682,15.777870439749,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,73,16,16,12,50,2962,1,0,0,3.27752208709717,1,1,0,0,0,1,0,1,0,0,5,6.51999998092651,1,178,220
33,50,57,62,41,47,57,1,0,0,0,10.8900011153844,11.4856520673156,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,74,12,9,9,45,5382,0,1,0,2.38784503936768,0,1,0,1,0,0,0,1,0,0,3,3.34999990463257,1,180,195
35,58,61,50,54,52,57,0,0,1,0,65.0000120309119,13.6317612535323,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,69,14,12,12,50,2996,0,0,1,4.17438745498657,1,1,0,0,1,0,0,1,0,0,3,1,1,160,175
34,43,54,47,53,51,48,0,1,0,0,7.50000036000163,11.4856520673156,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,71,12,5,12,40,5493,1,0,0,2.01490306854248,1,1,0,0,0,1,0,0,0,1,2,1.25,0,190,210
32,42,43,47,38,29,43,0,0,1,0,9.6100004498292,12.558706660424,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,67,13,12,12,50,5329,0,0,1,2.26280426979065,1,1,0,0,0,0,1,1,0,0,4,0.310000002384186,1,180,205
32,46,51,50,43,43,49,0,0,1,0,19.2299977611586,11.4856520673156,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,71,12,5,12,30,2783,0,1,0,2.95647144317627,0,1,1,0,0,1,0,0,0,1,2,7.34999990463257,0,169,170
30,43,42,50,43,45,44,0,1,0,0,16.9999997494025,11.4856520673156,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,73,12,12,12,50,4036,1,0,0,2.83321332931519,1,1,0,0,0,1,0,0,0,1,5,9.28999996185303,1,135,148
30,35,41,38,38,39,37,1,0,0,0,12.9900008654697,11.4856520673156,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,74,12,8,8,40,2316,1,0,0,2.56417989730835,0,1,0,0,0,1,0,0,0,1,6,2.88000011444092,1,155,167
31,40,42,29,41,41,35,0,1,0,1,9.00000035701358,11.4856520673156,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,75,12,8,12,40,3055,0,0,1,2.19722461700439,0,1,0,0,1,0,0,1,0,0,2,6.13000011444092,1,165,175
35,62,59,56,55,63,60,0,0,1,0,12.3900014238723,15.777870439749,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,70,16,16,14,40,916,0,0,1,2.51688981056213,1,1,0,1,0,0,0,1,0,0,2,17.5,1,175,190
30,53,50,53,46,41,52,0,1,0,0,5.70999970070763,11.4856520673156,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,71,12,12,13,57,4401,0,0,1,1.74221897125244,1,1,0,0,0,0,1,1,0,0,3,0.600000023841858,1,155,185
31,34,43,41,35,42,38,0,1,0,0,7.50000036000163,10.4125974742073,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,66,11,9,10,60,2807,1,0,0,2.01490306854248,0,1,1,0,0,1,0,0,0,1,0,0.370000004768372,0,145,200
31,49,48,50,41,34,49,0,1,0,0,11.2700009573043,13.6317612535323,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,74,14,12,12,40,1919,1,0,0,2.42214441299438,1,1,0,0,1,0,0,1,0,0,2,1.96000003814697,0,140,156
30,53,57,59,51,48,57,0,1,0,0,15.3800003886813,15.777870439749,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,75,16,16,12,40,3466,0,0,1,2.73306798934937,1,1,0,1,0,0,0,1,0,0,3,0.730000019073486,1,190,210
